"subject","predicate","object"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Alumnus109786338"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Articulator109811712"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Associate109816771"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Astronomer109818343"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Believer109847727"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Benefactor109608709"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/CausalAgent100007347"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Colleague109935990"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Communicator109610660"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Cosmologist109819667"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Creator109614315"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/DisplacedPerson110017890"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Educator110045713"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Emigrant110051975"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Examiner110068234"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Exile110071332"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/GoodPerson110138767"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Honoree110183757"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Humanitarian110191613"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Inquirer110207831"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Intellectual109621545"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Inventor110214637"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Laureate110249011"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Leader109623038"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/LivingThing100004258"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Migrant110314952"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Object100002684"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Organism100004475"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Pacifist110390199"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Pantheist110396594"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Peer109626238"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Person100007846"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Philosopher110423589"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/PhysicalEntity100001930"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Physicist110428004"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Politician110450303"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Professional110480253"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Recipient109627906"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Refugee110516016"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/ReligiousPerson109628382"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanAcademics"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanEmigrantsToSwitzerland"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanInventors"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanNobelLaureates"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanPhilosophers"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanPhysicists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanSocialists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatGermanWriters"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatInventors"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishAgnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishAmericanScientists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishAmericanWriters"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishPhilosophers"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishPhysicists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatJewishScientists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Writer110794014"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/YagoLegalActor"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/YagoLegalActorGeo"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Scholar110557854"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Scientist110560637"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Socialist110618848"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Speaker110630188"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Traveler109629752"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Whole100003553"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat19th-centuryGermanPeople"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryAmericanWriters"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryAstronomers"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryGermanWriters"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryPhysicists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAgnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatETHZurichAlumni"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatFellowsOfTheGermanAcademyOfSciencesLeopoldina"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromTheKingdomOfWürttemberg"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromUlm"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromWinterthur"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromZürich"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleWithAcquiredAustria-HungaryCitizenship"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleWithAcquiredSwissCitizenship"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPhilosophersOfScience"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatRefugees"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissAcademics"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissAgnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissEmigrantsToTheUnitedStates"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissNobelLaureates"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissPeople"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissPhilosophers"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissPhysicists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissSocialists"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatSwissWriters"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://umbel.org/umbel/rc/PersonWithOccupation"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://umbel.org/umbel/rc/Scientist"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","ألبرت أينشتاين"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Άλμπερτ Αϊνστάιν"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","알베르트 아인슈타인"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","アルベルト・アインシュタイン"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Эйнштейн, Альберт"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Альберт Ейнштейн"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","Albert Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#label","阿尔伯特·爱因斯坦"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","Fisiceoir ab ea Albert Einstein (14 Márta 1879 - 18 Aibreán 1955). Áirítear ar an eolaí is tábhachtaí san 20ú céad é."
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","アルベルト・アインシュタイン（独: Albert Einstein、1879年3月14日 - 1955年4月18日）は、ドイツ生まれの理論物理学者である。 特殊相対性理論および一般相対性理論、相対性宇宙論、ブラウン運動の起源を説明する揺動散逸定理、光量子仮説による光の粒子と波動の二重性、アインシュタインの固体比熱理論、零点エネルギー、半古典型のシュレディンガー方程式、ボーズ＝アインシュタイン凝縮などを提唱した業績で知られる。 それまでの物理学の認識を根本から変え、「20世紀最高の物理学者」とも評される。特殊相対性理論や一般相対性理論が有名だが、光量子仮説に基づく光電効果の理論的解明によって1921年のノーベル物理学賞を受賞した。"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","Albert Einstein (Ulm, 14 maart 1879 – Princeton (New Jersey), 18 april 1955) was een Duits-Zwitsers-Amerikaanse theoretisch natuurkundige van Joodse afkomst. Hij wordt algemeen gezien als een van de belangrijkste natuurkundigen uit de geschiedenis, naast Isaac Newton en James Clerk Maxwell. Zelf noemde hij altijd Newton als een veel belangrijker natuurkundige dan zichzelf omdat Newton, anders dan Einstein, behalve theoretische ook grote experimentele ontdekkingen deed. In het dagelijks leven is de naam Einstein synoniem geworden met grote intelligentie."
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","ألْبِرْت أينْشتاين (بالألمانية: Albert Einstein) ‏(14 مارس 1879 – 18 أبريل 1955) عالم فيزياء ألماني المولد، (حيث تخلى عن الجنسية الألمانية لاحقا) سويسري وأمريكي الجنسية، من أبوين يهوديين، وهو يشتهر بأب النسبية كونه واضع النسبية الخاصة والنسبية العامة الشهيرتين اللتين كانتا اللبنة الأولى للفيزياء النظرية الحديثة، ولقد حاز على جائزة نوبل في الفيزياء لعام 1921 عن ورقة بحثية حول التأثير الكهروضوئي، ضمن ثلاثمائة ورقة علمية أخرى له في تكافؤ المادة والطاقة (E=mc²) وميكانيكا الكم وغيرها، وأدت استنتاجاته المبرهنة إلى تفسير العديد من الظواهر العلمية التي فشلت الفيزياء الكلاسيكية في إثباتها. مشواره مع النسبية بدأ «بالنسبية الخاصة» التي خالفت نظرية نيوتن في الزمان والمكان لتحل بشكل خاص مشاكل النظرية القديمة فيما يتعلق بالأمواج الكهرومغناطيسية عامة، والضوء خاصة، وذلك ما بين (1902 - 1909) في سويسرا. أما"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","Albert Einstein AFI [ˈalbɛɐ̯t ˈaɪnʃtaɪn] ( ? i en alemany) (Ulm, Wurtemberg, 14 de març del 1879 - Princeton, Nova Jersey, 18 d'abril del 1955) va ser un físic d'origen alemany, nacionalitzat posteriorment suís i estatunidenc. Va ser el científic més conegut i important del segle xx. Va ser proclamat «personatge del segle xx» i el científic més preeminent segons la revista Time."
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/2000/01/rdf-schema#comment","Albert Einstein (14. března 1879 Ulm, Německo – 18. dubna 1955 Princeton, New Jersey, USA) byl teoretický fyzik, jeden z nejvýznamnějších vědců všech dob. Často je označován za největšího vědce 20. století, případně spolu s Newtonem za nejvýznamnějšího fyzika vůbec. Mezi jeho příspěvky fyzice patří speciální teorie relativity (1905), myšlenka kvantování elektromagnetického pole a vysvětlení fotoelektrického jevu (1905), vysvětlení Brownova pohybu (1905) a snad nejvíce obecná teorie relativity (1915), která doposud nejlépe popisuje vesmír ve velkých měřítkách."
