"subject","predicate","object"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Patent_examiners"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_who_lost_German_citizenship"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Spinozists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Stateless_people"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_Nobel_laureates"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_agnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_cosmologists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:University_of_Bern_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Winners_of_the_Max_Planck_Medal"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Württemberger_emigrants_to_the_United_States"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageID","736"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageRevisionID","1124286461"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/California_Institute_of_Technology"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Caltech"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Carl_Laemmle"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Carl_Wieman"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/President_of_Israel"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Princeton,_New_Jersey"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Princeton_University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Princeton_University_Press"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/ProVeg_Deutschland"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Prussia"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Quantum_entanglement"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Quantum_information_theory"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Quantum_mechanics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Baer's_law"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Rote_learning"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Roy_Kerr"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Royal_Albert_Hall"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Royal_Netherlands_Academy_of_Arts_and_Sciences"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Royal_Society"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Rudolph_Nissen"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Santiago_Ramón_y_Cajal"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Satyendra_Nath_Bose"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Schizophrenia"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Scientific_American"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Belgian_Royal_Family"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Electromagnetic_field"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Electromagnetism"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Enabling_Act_of_1933"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Ensemble_interpretation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Metropolitan_Opera"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Pro_forma"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Barnard_Medal_for_Meritorious_Service_to_Science"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bell's_theorem"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Berlin"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bern"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bern_Historical_Museum"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Black_holes"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Blackbody_radiation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bolsheviks"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Boris_Podolsky"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Bose–Einstein_statistics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Branded_Entertainment_Network"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Brandeis_University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/David_Ben-Gurion"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/David_Lloyd_George"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Democracy_in_America"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Department_of_Scientific_and_Industrial_Research_(New_Zealand)"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Aliyah"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Annalen_der_Physik"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/History_of_gravitational_theory"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Hitler_Youth"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Humboldt_University_of_Berlin"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/John_von_Neumann"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Joseph_Goebbels"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Jost_Winteler"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Julio_Rey_Pastor"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/List_of_coupled_cousins"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/List_of_peace_activists"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Pavia"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Penn_Medicine_Princeton_Medical_Center"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Periodic_table_of_the_elements"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Personality_rights"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Peter_Bergmann"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Peter_Debye"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Rest_energy"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Rio_de_Janeiro"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Riverside_Church"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Ulm"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Universe"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/University_of_Bern"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/University_of_Buenos_Aires"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/University_of_Oxford"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/University_of_Zurich"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Universität_Zürich"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Upton_Sinclair"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Uruguay"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/V._A._Sundaram"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Vladimir_Lenin"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/EPR_paradox"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/International_Committee_on_Intellectual_Cooperation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Photoelectric_effect"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Luminiferous_aether"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Lieserl_Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/List_of_scientific_publications_by_Albert_Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Pauline_Koch"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Quantum_physics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Paul_Karl_Ludwig_Drude"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Columbia_University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Compton_scattering"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Continuum_mechanics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Copenhagen_interpretation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Copley_Medal"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Cormac_O'Raifeartaigh"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Cosmological_constant"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Critique_of_Pure_Reason"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Annus_Mirabilis_papers"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Mass–energy_equivalence"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Matter_wave"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Matura"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Max_Born"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Max_Planck"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Maxwell's_equations"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Member_of_the_National_Academy_of_Sciences"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Russell–Einstein_Manifesto"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/General_covariance"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Noether's_theorem"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Olympia_Academy"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Relativity_priority_dispute"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Zeitschrift_für_Physik"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Christ_Church,_Oxford"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Cisleithania"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/City_Lights"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Classical_mechanics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Edward_Teller"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Edwin_Hubble"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Einstein's_thought_experiments"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Einstein_family"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Einstein_field_equations"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Einstein_notation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Electrical_engineering"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Electrodynamics"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Electrolux"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Elsa_Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Franklin_D._Roosevelt"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Frederick_Lindemann,_1st_Viscount_Cherwell"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Free_State_of_Prussia"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Frist_Campus_Center"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gauge_symmetry"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/General_relativity"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gerald_Holton"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/German_Democratic_Party"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/German_nuclear_weapons_program"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gestapo"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gilbert_N._Lewis"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Giuseppe_Motta"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gravitation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gravitational_redshift"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gravitational_wave"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Momentum"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Munich"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Conscription_in_Germany"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Conscription_in_Switzerland"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/The_New_York_Review_of_Books"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/The_New_Yorker"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/The_Times"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Equivalence_principle"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Eric_Gutkind"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Lagrangian_(field_theory)"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Time_100:_The_Most_Important_People_of_the_Century"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Annus_mirabilis"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Antwerp"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Leiden_University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Length_contraction"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Leon_Botstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Leopold_Infeld"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Leopoldo_Lugones"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Lev_Landau"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Linus_Pauling"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Local_realism"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Lorentz_invariance"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Louis_de_Broglie"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Ludwig_van_Beethoven"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Madison_Square_Garden_(1925)"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Mahatma_Gandhi"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Malaria"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Mandatory_Palestine"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Manhattan_Project"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/String_theory"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Subtle_is_the_Lord:_The_Science_and_the_Life_of_Albert_Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Zero-point_energy"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Zürich"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/İsmet_İnönü"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Hamilton–Jacobi_equation"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Harry_Emerson_Fosdick"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/File:Solvay_conference_1927.jpg"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Patent_application"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/Gauge_invariance"
